번호,총량지점명,일자,수온(℃),수소이온농도(pH),전기전도도(?S/㎝),용존산소(㎎/L),BOD(㎎/L),COD(㎎/L),부유물질(㎎/L),총질소(T-N)(㎎/L),총인(T-P)(㎎/L),총유기탄소(TOC)(㎎/L),유량(㎥/s)
257,금본J1,2018.12.12,3.9,7.7,209,14.1,0.7,2.5,1.6,2.855,0.027,1.4,2.33
258,금본K,2018.12.12,4.8,7.7,430,13.4,2.6,5.7,7,4.579,0.053,3.9,71.504
259,금본K1,2018.12.12,1.7,7.8,283,14.8,1.1,2.7,2.4,4.199,0.057,1.7,0.519
260,금본L,2018.12.12,4.5,8.1,401,14.3,3.8,7.4,12.3,3.44,0.056,4.3,78.548
261,길산천2,2018.12.12,3,8.2,323,13,2,7.2,20.3,2.799,0.093,5.1,
262,논산A,2018.12.12,3.5,7.8,253,13.2,1.8,4.3,5.3,3.681,0.06,2.6,9.233
263,대교천2,2018.12.12,3.7,7.5,345,13.2,1.8,3.1,2.7,2.675,0.043,2,0.786
264,산북천,2018.12.12,2.4,7.9,409,14.7,4.1,5.4,11.8,6.395,0.269,3.8,
265,석성천2,2018.12.12,1.4,7.7,335,14.4,1.6,4.1,8.4,4.994,0.08,2.6,1.377
266,논산A1,2018.12.13,2.8,7.1,121,14.4,0.3,1.3,0.2,2.35,0.019,0.5,0.584
267,논산A2,2018.12.13,4.9,7,187,12.7,0.5,1.9,5.5,3.069,0.036,1,0.253
268,논산A3,2018.12.13,4.3,7.4,245,14.8,0.4,1.6,0.5,3.619,0.048,0.9,0.34
269,갑천A,2018.12.17,9.7,7.4,555,13.6,5.5,7.2,3.4,9.012,0.111,6.9,11.703
270,금본F,2018.12.17,10.9,7.5,145,8,0.5,4.1,1.6,1.64,0.017,3.1,12.222
271,금본G,2018.12.17,7.2,7.6,354,11.3,1.5,5.4,3,4.927,0.044,4,25.572
272,금본G-1,2018.12.17,7.5,7.5,352,11.2,1.5,5.2,2.5,4.698,0.052,3.2,22.674
273,금본G1,2018.12.17,2.9,7.8,221,13.7,0.4,2.1,4.3,2.103,0.041,1.3,0.171
274,금본G2,2018.12.17,8.3,8.1,359,12.7,1.1,3.7,39.7,3.265,0.121,2.3,0.274
275,무심A,2018.12.17,5.2,7.7,323,14.7,1.5,3.7,2.9,2.711,0.08,3,2.569
276,무심A1,2018.12.17,4.5,6.9,275,14.9,0.8,2.7,2.1,2.911,0.066,1.5,0.844
277,미호A,2018.12.17,3.5,7.6,573,15,1.3,4.1,1.2,4.579,0.092,2.6,4.045
278,미호A1,2018.12.17,5,7.5,565,12.6,2.3,4.9,4.7,5.447,0.13,3.4,0.586
279,미호A2,2018.12.17,4.6,7.6,438,13.3,1.1,3.2,7.3,2.849,0.109,2,0.479
280,미호B,2018.12.17,5.9,7.7,642,12.9,3.6,6.2,7.9,7.072,0.075,4.6,18.219
281,미호B1,2018.12.17,4.9,7.5,312,12.6,1,3.1,2,3.095,0.091,1.6,0.984
282,미호B2,2018.12.17,4,7.7,282,13.9,1.5,3.1,5.3,3.316,0.065,1.9,0.483
283,미호B3,2018.12.17,3.4,7.8,297,15.2,1.8,3.1,1.4,4.043,0.053,2,0.141
284,미호B4,2018.12.17,14.3,7.5,1615,9.4,4.4,5.7,3.8,13.006,0.086,4.6,1.697
285,미호C,2018.12.17,5.5,7.7,618,12.4,2.4,5.6,4.6,6.367,0.066,4.4,18.485
286,미호C1,2018.12.17,5.8,7.6,525,13.5,1.7,4,8.2,4.736,0.066,2.6,1.363
287,병천A,2018.12.17,3.3,7.4,412,12.7,2.5,7.3,3.8,4.581,0.093,3.5,1.622
288,유등A,2018.12.17,4.1,8,297,14.5,0.7,1.3,0.4,2.755,0.011,0.8,0.956
289,금본H,2018.12.18,5.6,7.6,508,12.1,1.6,5.4,3.6,5.415,0.086,3.7,45.028
290,금본H-1,2018.12.18,5.5,7.7,475,12,1,5.2,2,4.892,0.039,3.4,45.691
291,금본H1,2018.12.18,3,7.7,184,14.2,0.3,1.8,2.6,2.083,0.027,1,0.628
292,금본I,2018.12.18,3.7,7.8,474,13.8,0.7,4.8,2.9,4.915,0.064,3.1,50.099
293,금본J,2018.12.18,3.5,7.7,424,13.5,0.9,4.4,2.7,4.51,0.074,2.8,52.97
294,금본J1,2018.12.18,3.3,7.7,206,14.2,0.7,2.4,2.7,2.914,0.061,1.2,1.99
295,금본K,2018.12.18,4.1,7.6,371,14.3,2.9,6.2,6.8,3.94,0.1,3.9,62.844
296,금본K1,2018.12.18,2.6,7.8,275,13.9,1,2.5,2.1,3.667,0.072,1.4,0.452
297,금본L,2018.12.18,3.8,7.7,405,15.4,3.9,7.7,9.3,3.609,0.059,4.5,68.463
298,길산천2,2018.12.18,3.8,8,284,13.1,1,4.8,12,2.814,0.126,2.8,
299,논산A,2018.12.18,4.1,7.7,304,13.4,1.5,4.1,5.5,4.934,0.133,2.3,4.878
300,대교천2,2018.12.18,5.4,7.8,323,13,0.8,2.9,2,2.653,0.053,1.6,0.663
301,산북천,2018.12.18,4,7.5,477,10.4,6,9,13.8,8.483,0.48,5.1,
302,석성천2,2018.12.18,2.8,7.8,321,14.9,1.1,3.6,4.3,4.868,0.106,2.3,1.001
303,논산A1,2018.12.19,4.4,8.1,131,14.2,0.3,1.3,0.2,2.039,0.014,0.6,0.239
304,논산A2,2018.12.19,6.6,7.1,196,12.5,0.5,2,1.8,3.121,0.035,1.1,0.224
305,논산A3,2018.12.19,6.2,7.4,244,15.1,0.7,2.5,1.9,3.656,0.073,1.3,0.355
306,금본A,2018.12.20,3.8,7.8,216,14.2,0.7,2.3,1.3,3.994,0.009,1.4,3.085
307,금본B,2018.12.20,9.1,7.6,114,11.4,0.8,3.9,1,1.6,0.017,2.2,9.463
308,금본B1,2018.12.20,3.9,8,204,14.4,0.5,2.8,0.8,3.021,0.017,1.2,0.816
309,금본B2,2018.12.20,5.2,7.8,105,13.2,0.3,1.7,1,2.289,0.017,0.8,0.328
310,금본C,2018.12.20,5.7,7.9,130,14,0.6,3.4,1.6,1.706,0.01,2,6.155
311,금본C1,2018.12.20,3.4,7.6,162,13.9,0.6,2.3,0.4,2.646,0.014,1.2,2.363
312,금본D,2018.12.20,4.7,7.8,153,13.1,0.5,3.1,1.5,2.496,0.011,1.8,14.492
313,금본E,2018.12.20,3.6,7.6,171,13.9,0.4,2.8,0.5,2.397,0.01,1.7,14.795
314,금본F1,2018.12.20,4.8,7.8,95,14.7,0.4,1.9,0.3,2.11,0.013,0.9,0.155
315,금본F2,2018.12.20,6.6,8,351,14.1,1.3,2.5,1.1,4.927,0.016,1.3,1.082
316,보청A,2018.12.20,4.5,7.8,293,13.5,0.6,1.7,0.8,2.714,0.014,1.3,2.004
317,초강A,2018.12.20,2.6,7.7,197,14.2,0.5,2.3,1,2.161,0.01,1.4,1.683
318,초강A1,2018.12.20,3.8,7.7,147,13.3,0.3,2,0.4,1.85,0.012,1.1,0.183
319,갑천A,2018.12.26,9.5,8.1,645,11.2,2.9,7.7,2.4,8.141,0.08,5.9,8.664
320,금본G,2018.12.26,6.9,8,348,12,1.3,5.7,3,4.179,0.042,3.9,22.794
321,금본H,2018.12.26,5.4,7.5,531,13.1,1.3,5.8,2.4,5.13,0.041,4,43.527
322,미호C,2018.12.26,6.1,7.8,684,12.5,1.5,6.3,4.4,6.314,0.058,4.3,17.35
323,논산A,2018.12.27,3.8,7.7,365,15.1,1.6,4.2,7.4,4.961,0.117,2.4,7.886
324,금본A,2019.01.07,0.2,7.9,217,14.1,0.7,2.8,0.9,4.666,0.014,1.4,3.345
325,금본B,2019.01.07,5.6,7.6,116,11.8,0.6,3.9,0.8,1.425,0.009,2.2,9.203
326,금본B1,2019.01.07,0,7.9,220,14.4,0.5,2.8,0.9,3.361,0.01,1.5,0.592
327,금본B2,2019.01.07,0.2,7.6,102,15.1,0.4,1.8,0.7,2.215,0.006,0.7,0.349
328,금본C,2019.01.07,2,7.9,136,15.7,0.6,3.9,0.3,1.711,0.007,2.2,6.699
329,금본C1,2019.01.07,0.7,7.6,184,16.2,0.7,2.4,0.1,3.045,0.009,1.3,2.192
330,금본D,2019.01.07,0.5,7.8,155,14,0.7,3.5,1.1,1.994,0.009,2,12.176
331,금본E,2019.01.07,3.9,7.9,169,14.8,1,3,0.7,2.279,0.007,1.8,9.355
332,금본F1,2019.01.07,1.3,7.7,103,15,0.3,1.6,0.2,2.206,0.004,0.7,0.099
333,금본F2,2019.01.07,2.2,7.8,331,16.6,0.5,1.7,0.7,4.821,0.018,0.8,0.912
334,보청A,2019.01.07,0.8,8.1,315,16.8,0.6,2.2,0.4,2.943,0.01,1.2,1.6
335,초강A,2019.01.07,2.3,7.9,218,14,0.7,3,0.7,2.693,0.012,1.5,0.667
336,초강A1,2019.01.07,0.5,7.9,160,14.4,0.3,1.8,2.2,1.833,0.006,0.9,0.082
337,갑천A,2019.01.08,8.7,7.5,633,13.4,4.2,9,10,9.052,0.123,6.4,10.79
338,금본F,2019.01.08,6.1,7.8,342,12.8,0.4,4,0.9,1.623,0.019,2.6,12.209
339,금본G,2019.01.08,4.9,7.5,353,12.7,1.1,5.3,2.4,4.727,0.051,3.6,24.493
340,금본G-1,2019.01.08,7.7,7.1,151,8.7,1.3,5.3,2,4.802,0.034,3.6,19.726
341,금본G1,2019.01.08,0.7,7.7,223,15.6,0.5,2.2,3,2.322,0.041,1.1,0.125
342,금본G2,2019.01.08,5.9,7.6,370,14.7,1.4,3.3,27.6,3.249,0.072,1.9,0.291
343,무심A,2019.01.08,2.2,7.6,311,13.9,1.9,3.8,2.5,2.811,0.082,2.6,1.57
344,무심A1,2019.01.08,1.7,7.7,303,13.5,0.9,3,0.5,3.098,0.077,1.5,0.799
345,미호A,2019.01.08,,,,,,,,,,,
346,미호A1,2019.01.08,1.2,7.6,522,14.9,2.4,6.1,3.5,7.939,0.159,3.8,0.627
347,미호A2,2019.01.08,0.1,7.7,519,14.3,1.4,3.8,6.8,6.201,0.111,2.1,0.549
348,미호B,2019.01.08,4.9,7.6,665,13.2,2.6,6.9,4.6,7.641,0.071,4.7,15.939
349,미호B1,2019.01.08,2.9,7.5,327,13.8,0.7,2.9,1.6,3.259,0.062,1.6,0.522
350,미호B2,2019.01.08,3.7,7.6,278,13.4,1.3,3.1,2.2,3.474,0.048,1.8,0.308
351,미호B3,2019.01.08,1.9,7.5,300,14.9,1.3,3.8,1.6,4.498,0.101,2.1,0.095
352,미호B4,2019.01.08,12.9,7.4,1621,9.8,5.5,6.1,3.4,15.788,0.042,5.3,1.718
353,미호C,2019.01.08,4.5,7.3,662,13.7,1.8,6.4,4,7.744,0.076,4.4,16.393
354,미호C1,2019.01.08,4.3,7.6,535,13.4,1.2,4.1,2.7,5.274,0.053,2.4,1.002
355,병천A,2019.01.08,0.9,7.8,426,12.1,3.9,6.9,3.4,5.041,0.153,4.5,1.373
356,유등A,2019.01.08,1.8,7.9,327,15.3,0.4,1.8,0.5,2.951,0.018,0.8,0.735
357,금본H,2019.01.09,1.9,7.8,518,14.4,1.5,6,2.8,5.692,0.058,4.1,35.702
358,금본H-1,2019.01.09,2.7,7.7,508,13.9,1.3,5.7,2.1,5.697,0.05,3.8,36.073
359,금본H1,2019.01.09,1,7.7,197,14.3,0.5,1.8,0.8,2.349,0.015,0.9,0.3
360,금본I,2019.01.09,,,,,,,,,,,
361,금본J,2019.01.09,2,7.6,486,15.9,1.1,5.5,1.8,5.573,0.041,3.4,40.758
362,금본J1,2019.01.09,1.1,7.7,224,16.3,0.5,2.5,1.5,3.249,0.039,1.2,0.933
363,금본K,2019.01.09,2,7.9,459,15.1,3.1,6.5,10.4,4.955,0.066,4.2,50.791
364,금본K1,2019.01.09,0.2,7.8,296,14.7,1.4,3.5,4.2,4.778,0.082,1.9,0.41
365,금본L,2019.01.09,0.9,7.8,393,17.6,3.9,8.2,11.1,3.731,0.051,5.9,54.977
366,길산천2,2019.01.09,2.5,7.7,277,15.3,1.2,4.3,4.4,2.917,0.064,2.8,
367,논산A,2019.01.09,,,,,,,,,,,
368,대교천2,2019.01.09,2.2,7.9,350,14.5,1.2,3.1,1.4,2.863,0.067,1.8,0.371
369,산북천,2019.01.09,1.5,7.6,412,14.8,5,7.2,9.6,8.265,0.83,4.9,
370,석성천2,2019.01.09,0.8,7.9,329,16.1,1.3,3.8,2.9,4.907,0.098,2.4,0.736
371,논산A1,2019.01.10,2.8,7.6,153,15.2,0.4,1.3,0.5,2.282,0.009,0.6,0.059
372,논산A2,2019.01.10,3.6,7.6,198,13.7,0.7,2.5,4.8,3.236,0.034,0.9,0.192
373,논산A3,2019.01.10,2.9,7.6,248,15.3,0.5,1.9,1.5,3.342,0.045,1.1,0.338
374,갑천A,2019.01.14,9.2,7.4,598,11.5,2.1,7.2,2.6,8.067,0.07,5.4,8.084
375,금본F,2019.01.14,7.3,8,150,10.4,0.4,4,0.8,1.584,0.012,2.5,12.071
376,금본G,2019.01.14,6.4,7.7,371,13.6,1.2,5.8,2.8,4.334,0.034,3.9,21.451
377,금본G-1,2019.01.14,7.3,7.6,372,13.1,1.4,7.9,2.7,4.938,0.034,3.7,19.356
378,금본G1,2019.01.14,2.5,7.9,214,16.7,0.8,2.5,1.8,2.019,0.034,1.2,0.116
379,금본G2,2019.01.14,7.1,7.8,314,14.7,1.3,3,14,2.94,0.028,1.7,0.247
380,무심A,2019.01.14,3.6,7.7,300,14.6,1.9,4.1,2.9,2.596,0.082,2.9,1.65
381,무심A1,2019.01.14,2.8,7.7,293,14.1,1.1,3.3,2.8,2.777,0.073,1.7,0.688
382,미호A,2019.01.14,2.4,7.9,674,14.6,1.9,5.1,3.8,4.694,0.071,3.2,2.711
383,미호A1,2019.01.14,2.5,7.6,568,14.4,2.6,6.1,3.7,6.913,0.166,4,0.621
384,미호A2,2019.01.14,1.7,7.7,494,14.1,1.6,4.5,5.2,5.701,0.13,2.4,0.437
385,미호B,2019.01.14,6.1,7.4,700,12.4,3.4,7.6,8.3,8.08,0.098,5.6,13.602
386,미호B1,2019.01.14,3.9,7.6,326,13.5,1.2,3.3,2,3.313,0.042,2,0.533
387,미호B2,2019.01.14,3.6,7.3,273,14.7,1.3,3.7,2.3,3.069,0.039,1.9,0.293
388,미호B3,2019.01.14,3.9,7.4,288,16,1.1,3.8,1.6,3.89,0.078,1.9,0.102
389,미호B4,2019.01.14,13.8,7.3,1509,10.2,4.7,5.8,3,16.98,0.072,4.5,1.548
390,미호C,2019.01.14,6,7.6,691,11.9,2.6,7,6.1,7.19,0.085,4.6,14.534
391,미호C1,2019.01.14,5.5,7.3,556,12.4,1.6,4.5,4.2,4.92,0.043,2.3,0.991
392,병천A,2019.01.14,2.8,7.9,410,11.3,2,5,5,5.087,0.161,3.4,1.407
393,유등A,2019.01.14,2.8,7.9,325,13.1,0.5,2.2,0.8,2.646,0.015,1,0.63
394,금본H,2019.01.15,5.5,7.6,537,12.8,2,6.6,3.5,5.449,0.073,4.2,35.294
395,금본H-1,2019.01.15,5.6,7.3,515,12.9,1.4,6.4,2.8,5.494,0.075,4,35.682
396,금본H1,2019.01.15,2.8,7.8,192,13.8,0.3,2.2,0.7,2.152,0.023,1.2,0.378
397,금본I,2019.01.15,4.5,7.4,499,14.1,1.4,5.7,3.2,5.454,0.071,3.7,39.282
398,금본J,2019.01.15,2.8,7.5,484,14.8,1.4,5.3,3.5,5.02,0.062,3.5,41.328
399,금본J1,2019.01.15,2.4,7.8,212,15.9,0.6,2.5,2,2.981,0.039,1.5,1.405
400,금본K,2019.01.15,3,8,458,15.9,2.6,6.2,8.5,4.975,0.121,4.5,50.277
401,금본K1,2019.01.15,1.9,7.8,280,15.1,1,3.1,3.6,4.774,0.094,1.9,0.397
402,금본L,2019.01.15,2,8,393,16.8,3.5,8,6.9,3.683,0.059,4.7,54.855
403,길산천2,2019.01.15,3.5,8.1,241,15.5,1.2,5.1,3.4,2.383,0.058,2.9,
404,논산A,2019.01.15,,,,,,,,,,,4.945
405,대교천2,2019.01.15,3.9,7.8,319,14.3,1.1,3.1,2.7,2.822,0.079,2,0.388
406,산북천,2019.01.15,3.9,7.8,454,13.7,4.7,7.9,11.8,8.522,0.944,5.3,
407,석성천2,2019.01.15,2.6,7.9,323,15.4,1.9,5.2,5.1,4.363,0.158,3,0.917
408,논산A1,2019.01.16,3.3,7.6,152,14,0.3,1.3,0.2,2.264,0.014,0.5,0.057
409,논산A2,2019.01.16,3.1,7.5,192,13.6,0.5,2,4.3,2.954,0.053,0.9,0.169
410,논산A3,2019.01.16,2,7.5,250,15.7,0.3,1.9,1.7,3.452,0.068,0.9,0.312
411,금본A,2019.01.17,0.1,7.9,231,15.2,0.6,3.1,0.8,4.452,0.03,1.4,2.411
412,금본B,2019.01.17,5.5,7.4,116,12.2,0.4,3.9,0.6,1.457,0.018,2,8.991
413,금본B1,2019.01.17,0.3,8.1,272,15.3,0.5,2.5,1.1,3.621,0.01,1.2,0.553
414,금본B2,2019.01.17,1.1,7.8,102,14.2,0.3,1.9,1.6,2.255,0.006,0.8,0.379
415,금본C,2019.01.17,2.2,7.6,141,13.9,0.5,3.9,1.3,1.808,0.014,2.3,3.704
416,금본C1,2019.01.17,1.8,7.7,194,13.5,0.5,2.4,0.7,3.192,0.024,1.3,2.063
417,금본D,2019.01.17,1.9,7.8,161,15,0.4,2.9,0.7,2.134,0.016,2,11.332
418,금본E,2019.01.17,1.4,8,180,14.6,0.6,3.5,1.2,2.546,0.018,1.8,9.943
419,금본F1,2019.01.17,0.9,7.3,102,15.8,0.3,1.4,0.2,2.418,0.01,0.7,0.09
420,금본F2,2019.01.17,3.3,7.5,339,14.4,0.6,1.8,1.7,5.148,0.05,1,0.836
421,보청A,2019.01.17,1.4,7.3,312,14.9,0.4,1.9,0.8,2.883,0.008,1.2,1.303
422,초강A,2019.01.17,0.7,8,215,15.2,0.5,2.7,0.6,2.6,0.01,1.4,0.864
423,초강A1,2019.01.17,1.1,7.8,149,15.3,0.3,1.9,0.7,1.907,0.01,0.8,0.106
424,논산A1,2019.01.21,3.6,7.7,153,13.9,0.3,1.8,0.1,2.192,0.008,0.6,0.035
425,논산A2,2019.01.21,3.4,7.8,185,13.4,0.5,1.7,2.3,2.979,0.034,0.8,0.168
426,논산A3,2019.01.21,2.4,7.8,250,14.9,0.6,2,1.2,3.346,0.053,0.8,0.328
427,금본A,2019.01.22,1.6,7.8,249,14.3,0.6,2.8,1.1,4.456,0.056,1.4,1.846
428,금본B,2019.01.22,5.6,7.1,116,13.3,0.7,3.6,0.6,1.55,0.028,2.2,9.12
429,금본B1,2019.01.22,0.2,7.7,292,14,0.5,1.9,1.4,3.503,0.017,1.3,0.539
430,금본B2,2019.01.22,1,7.1,107,13.4,0.4,2,0.5,2.282,0.01,0.9,0.331
431,금본C,2019.01.22,3.8,7.7,139,13.7,0.6,3.5,1,1.735,0.028,2.1,2.525
432,금본C1,2019.01.22,2.1,7.6,193,13.8,0.6,2.5,1,3.138,0.024,1.4,1.784
433,금본D,2019.01.22,2.5,7.6,153,13.7,0.7,3.5,1.4,2.07,0.026,2,13.086
434,금본E,2019.01.22,2.4,7.7,172,15,0.7,3.2,0.9,2.401,0.026,1.9,9.943
435,금본F1,2019.01.22,2.2,7.1,102,15.2,0.4,1.6,0.3,2.343,0.005,0.7,0.101
436,금본F2,2019.01.22,4.2,7.8,336,15.8,0.7,2.2,1.9,4.96,0.025,1,0.761
437,보청A,2019.01.22,1.9,7.2,329,14.5,0.6,2.3,1.3,2.846,0.025,1.2,1.478
438,초강A,2019.01.22,2.4,7.7,209,14.6,0.6,2.7,0.8,2.541,0.025,1.6,0.864
439,초강A1,2019.01.22,1.5,7.4,149,15.2,0.4,1.9,0.4,1.856,0.008,0.9,0.103
440,갑천A,2019.01.23,9.8,7.5,622,12.4,2.6,10.2,3,7.33,0.183,7.8,8.173
441,금본F,2019.01.23,6.7,7.3,151,9.5,0.8,3.9,0.7,1.653,0.011,2.4,12.066
442,금본G,2019.01.23,5.8,7.2,354,12.4,1.7,6.2,3.1,4.446,0.076,4.1,21.583
443,금본G-1,2019.01.23,6.9,7.3,372,12.6,2.1,6.2,3.7,5.243,0.078,4.1,21.14
444,금본G1,2019.01.23,1.8,7.4,215,14.6,0.7,2.2,1,1.98,0.037,1.1,0.122
445,금본G2,2019.01.23,6.1,7.3,290,13.5,1.7,3,15.7,2.903,0.064,1.9,0.237
446,무심A,2019.01.23,3.3,7.6,309,14.6,2.5,4.7,4.3,2.641,0.088,2.7,1.768
447,무심A1,2019.01.23,2.5,7.5,298,13.8,1.5,3.4,2.3,2.803,0.083,2,0.684
448,미호A,2019.01.23,1.9,8.2,654,14.3,1.6,5.2,2.8,5.083,0.06,3,2.882
449,미호A1,2019.01.23,2.8,7.6,686,12.8,3.6,7,3.9,7.507,0.211,4.4,0.625
450,미호A2,2019.01.23,2,7.7,539,13.8,2,4.4,4.9,5.97,0.121,2.7,0.392
451,미호B,2019.01.23,5.6,7.2,708,12.8,4.8,8,6.5,7.928,0.1,5.4,14.404
452,미호B1,2019.01.23,3.7,7.4,330,12.3,1.1,2.9,2.9,3.365,0.07,1.8,0.565
453,미호B2,2019.01.23,3.9,7.3,290,14.7,2.8,4.6,7.2,3.353,0.125,2.9,0.281
454,미호B3,2019.01.23,4.7,7.3,311,15.2,1.5,4.4,1.8,4.524,0.133,2.6,0.094
455,미호B4,2019.01.23,13.5,7.4,1573,10.6,4.2,6.3,3.8,16.764,0.071,4.7,1.609
456,미호C,2019.01.23,5.3,7.5,746,12.2,3.6,7.2,6,7.206,0.114,5.2,13.449
457,미호C1,2019.01.23,5,7.1,639,13.4,3,5.3,3.8,6.566,0.079,3.2,0.979
458,병천A,2019.01.23,2.1,7.4,465,11.7,3.6,6.9,2.9,5.337,0.206,4.3,1.412
459,유등A,2019.01.23,2.4,8,334,14.4,0.6,1.9,0.6,2.701,0.01,0.8,0.564
460,금본H,2019.01.24,4.1,7.2,552,12.9,1.9,7,3.3,5.836,0.069,4.4,33.405
461,금본H-1,2019.01.24,4.5,7.3,521,12.6,1.8,6.3,8.3,5.265,0.053,3.9,33.768
462,금본H1,2019.01.24,2.1,7.8,198,13.2,0.7,2.1,0.7,4.132,0.082,0.9,0.348
463,금본I,2019.01.24,4.2,7.6,524,13.9,1.6,6.4,1.3,5.275,0.041,3.9,37.364
464,금본J,2019.01.24,3.5,7.6,485,15.5,1.6,5.4,1.4,4.516,0.032,3.3,37.347
465,금본J1,2019.01.24,3.2,7.6,212,15.5,0.8,3.1,1.6,2.618,0.02,1.5,1.387
466,금본K,2019.01.24,3.4,8.1,449,15.1,2.7,5.9,4.8,4.812,0.074,3.9,46.181
467,금본K1,2019.01.24,2.8,7.8,349,16.4,1.6,3.2,12.5,2.213,0.008,2,0.364
468,금본L,2019.01.24,3.2,8.4,419,15.6,4.2,8.9,27,4.161,0.067,6.2,50.011
469,길산천2,2019.01.24,3.6,8.6,238,14.9,1.7,5.3,19.8,2.084,0.055,3,
470,논산A,2019.01.24,3.6,7.9,306,14.6,2.2,4.8,3.5,4.572,0.178,2.9,5.484
471,대교천2,2019.01.24,4.1,7.8,355,13.2,1.7,3.7,0.7,3.822,0.063,2.2,0.363
472,산북천,2019.01.24,3.8,8.3,413,13.4,5.4,10,19.5,8.753,0.838,5.9,
473,석성천2,2019.01.24,2.6,7.9,323,15.4,2.3,5,2.2,4.538,0.213,2.7,0.766
474,갑천A,2019.01.28,8.5,7.2,568,12,3.4,9.2,5.1,8.75,0.102,6.2,7.504
475,금본G,2019.01.28,5.4,6.9,357,12.8,1.5,6,3.3,4.349,0.041,4,21.244
476,금본H,2019.01.28,4.4,7.6,524,12.9,1.8,6.9,4.3,5.11,0.087,4.4,28.911
477,논산A,2019.01.28,3.7,7.3,305,15.3,1.8,4.8,8.5,4.667,0.151,3.2,4.862
478,미호C,2019.01.28,5.8,7.3,717,12.8,2.9,7.5,5.3,6.785,0.068,5.2,13.065
479,갑천A,2019.02.07,9.4,7.4,533,11.4,3.4,8.8,5.8,7.552,0.086,5.5,9.092
480,금본G,2019.02.07,7.5,8,301,11.8,2.1,7.6,4.7,3.972,0.056,4,22.913
481,금본H,2019.02.07,6.9,7.9,467,12.7,2.4,7.7,4.9,5.081,0.097,4.4,32.944
482,미호C,2019.02.07,7.6,7.7,650,11.1,4.5,8.1,9.6,6.829,0.101,5,14.112
483,논산A,2019.02.08,4.8,7.7,331,10.4,3.3,6.9,21.7,4.588,0.139,4.8,5.008
484,금본A,2019.02.11,1.6,7.9,210,14.4,0.4,3.3,1.1,4.76,0.036,1.1,2.558
485,금본B,2019.02.11,5.1,7.6,118,12,0.4,3.9,0.7,1.439,0.016,1.9,8.092
486,금본B1,2019.02.11,1,7.9,236,14.7,0.4,2.4,0.6,3.075,0.018,1.1,0.472
487,금본B2,2019.02.11,2.5,7.9,98,13.7,0.3,1.7,0.7,2.236,0.024,0.8,0.76
488,금본C,2019.02.11,2.8,7.7,138,16.1,0.4,4.1,1.1,1.727,0.02,2,6.699
489,금본C1,2019.02.11,1.9,7.6,213,17.5,0.6,2,0.9,2.881,0.017,1.3,2.269
490,금본D,2019.02.11,2.7,8.1,158,12.2,0.5,3.7,2.1,2.063,0.024,1.9,11.939
491,금본E,2019.02.11,2.2,8,177,13.9,0.7,3.7,1.8,2.348,0.016,2,11.802
492,금본F1,2019.02.11,3.2,7.7,95,14.1,0.3,1.5,0.2,2.16,0.014,0.7,0.101
493,금본F2,2019.02.11,3.7,7.7,333,16.7,0.3,2,2.4,4.988,0.056,0.9,0.798
494,보청A,2019.02.11,2.3,7.8,312,15.6,0.6,1.9,0.5,1.982,0.01,0.9,1.31
495,초강A,2019.02.11,1.6,8,209,14,0.8,3.5,1.8,2.666,0.016,2,0.976
496,초강A1,2019.02.11,0.7,7.6,156,16.6,0.4,2.5,2.1,2.678,0.022,1.5,0.096
497,갑천A,2019.02.12,8.2,7.3,653,10.9,5.7,9.2,9.2,9.147,0.083,7.1,7.991
498,금본F,2019.02.12,5.8,7.4,150,11.1,0.4,4,0.7,1.641,0.044,2.5,12.268
499,금본G,2019.02.12,4.6,7.2,342,13.2,1.6,6,2.1,4.842,0.074,4,21.481
500,금본G-1,2019.02.12,6,7.4,349,13.1,1.8,6.1,2.3,5.208,0.057,3.9,19.702
501,금본G1,2019.02.12,1.3,7.3,218,15.3,0.3,2.3,1.1,1.892,0.059,1.2,0.11
502,금본G2,2019.02.12,5.6,7.3,343,15,1.1,2.5,21.7,3.101,0.076,2.1,0.234
503,무심A,2019.02.12,2.6,7.6,307,13.4,2.1,4.3,4.4,2.61,0.106,3.1,1.481
504,무심A1,2019.02.12,1.9,7.6,298,12.8,1,3.5,3.4,2.941,0.089,2,0.606
505,미호A,2019.02.12,2.4,8.1,546,14.1,1.5,4.8,3.9,4.59,0.079,3.1,3.63
506,미호A1,2019.02.12,3.1,7.6,611,13.5,3.6,5.8,5.8,6.183,0.134,3.9,0.685
507,미호A2,2019.02.12,2.9,7.7,499,14.4,1.6,4.1,2.6,6.769,0.168,2.6,0.42
508,미호B,2019.02.12,5,7.2,710,12.2,3,7.6,4.6,8.047,0.076,5.5,13.061
509,미호B1,2019.02.12,4.3,7.6,329,12.8,0.6,3.1,2,3.26,0.067,1.9,0.513
510,미호B2,2019.02.12,4.7,7.2,283,12.8,1.9,4.2,3.4,2.922,0.064,2.4,0.218
511,미호B3,2019.02.12,5.9,7.2,301,13.9,1.8,4.6,6.6,4.189,0.103,2.6,0.087
512,미호B4,2019.02.12,12.8,7.3,1597,10.1,3.8,5.7,3.4,7.841,0.057,4.6,1.383
513,미호C,2019.02.12,5.3,7,685,11.9,3.2,7.2,4.1,7.4,0.066,5.3,13.223
