번호,총량지점명,일자,수온(℃),수소이온농도(pH),전기전도도(㎛hos/㎝),용존산소(㎎/L),BOD(㎎/L),COD(㎎/L),부유물질(㎎/L),총질소(T-N)(㎎/L),총인(T-P)(㎎/L),총유기탄소(TOC)(㎎/L),유량(㎥/s)
260,금본A,2009.09.07,25,8.3,171,10.1,0.8,3,3.8,2.842,0.056,1.9,1.845
261,금본A,2009.09.14,21,8.2,177,9.8,0.8,3,4,2.754,0.044,2,2.526
262,금본A,2009.09.21,21,7.6,188,8.8,1.2,2.8,4.3,3.358,0.048,1.3,1.754
263,금본A,2009.10.05,17,8,197,11.3,0.8,2.6,2.6,2.468,0.016,1.4,1.258
264,금본A,2009.10.12,16,8.3,206,13.6,0.8,2.6,2.6,2.464,0.009,1,1.313
265,금본A,2009.10.19,15,8.5,200,13.3,0.8,3.5,3.4,1.617,0.014,1.4,1.021
266,금본A,2009.10.26,15,8,213,13,0.8,2.9,2.2,2.419,0.011,1.2,0.858
267,금본A,2009.11.02,10,8,232,12.6,0.8,3.1,2,3.162,0.01,1.7,1.351
268,금본A,2009.11.09,15,7.8,223,10.6,0.8,3.1,1.1,2.88,0.014,1.7,1.804
269,금본A,2009.11.16,6,8,214,13,0.9,2.7,0.8,2.475,0.008,1.1,1.35
270,금본A,2009.11.30,7,6.9,271,13.6,1,3.7,1.3,3.34,0.006,2.3,1.423
271,금본A,2009.12.14,4,7.2,220,14.4,0.9,3,0.9,3.489,0.009,2,1.383
272,금본A,2009.12.21,0,7.5,242,13.6,0.8,1.9,0.5,4.212,0.008,1.9,1.984
273,금본A,2010.01.11,0,7.7,273,15.1,0.9,2.3,0.4,4.079,0.011,1.2,0.577
274,금본A,2010.01.18,0,7.8,264,14.6,0.8,2,0.7,5.027,0.007,1.2,0.564
275,금본A,2010.01.25,0,7,240,15.7,0.8,3.3,0.8,4.332,0.011,1.8,1.494
276,금본A,2010.02.01,2,6.9,203,15,1,3.1,1.2,4.547,0.012,1.6,1.549
277,금본A,2010.02.16,2,7.8,192,12.2,0.8,2.6,1.1,4.272,0.014,0.9,1.841
278,금본A,2010.02.22,2,6.8,214,15,0.8,2.8,1.5,3.726,0.011,1.6,1.621
279,금본A,2010.03.08,5,7,155,14.8,1,3.2,2.3,3.462,0.025,1.9,5.319
280,금본A,2010.03.15,8,7.2,159,12.4,0.8,2.8,3.3,4.27,0.014,1.6,5.743
281,금본A,2010.03.22,6,7.8,153,14,1,3,2.1,4.203,0.025,1.6,4.112
282,금본A,2010.03.29,8,7.8,159,15.6,1,2.7,1.8,3.794,0.01,1.6,2.61
283,금본A,2010.04.05,12,8.2,139,13,1,2.8,3.2,3.748,0.013,1.8,4.664
284,금본A,2010.04.12,12,8.6,149,10.3,1.3,3.2,3.2,4.314,0.014,1.7,2.587
285,금본A,2010.04.19,11,7,161,12.5,1.1,3.3,1.4,3.86,0.014,1.2,1.728
286,금본A,2010.04.26,14,8.6,150,12.5,1.2,3.8,5.3,3.737,0.015,1.6,2.85
287,금본A,2010.05.03,18,7.4,126,12.2,1,3.5,3.7,2.889,0.014,1.6,5.22
288,금본A,2010.05.10,18,7.7,159,13,1.1,3.5,3.5,2.01,0.02,1.5,2.126
289,금본A,2010.05.17,21,7.3,172,11,1.4,4,5.7,2.47,0.03,2.1,1.431
290,금본A,2010.05.24,16,7.6,130,10.4,1.1,4.7,23.8,1.99,0.122,2.1,12.819
291,금본A,2010.06.07,23,7.8,175,10.9,1.1,3.9,6.9,2.002,0.045,1.3,3.154
292,금본A,2010.06.14,25,8.8,184,11.5,1.2,4,6.6,1.961,0.04,1.3,1.888
293,금본A,2010.06.21,24,7.3,162,9.1,1.5,6.4,39.6,4.211,0.14,1.7,3.485
294,금본A,2010.06.28,22,8.1,192,9.4,0.9,3.2,10.7,2.684,0.048,2.1,2.087
295,금본A,2010.07.05,24,7.4,161,9,1.3,6,46.5,2.689,0.117,3.1,6.499
296,금본A,2010.07.12,20,8.2,108,12.3,1,5.3,27.3,3.74,0.115,2.9,44.587
297,금본A,2010.07.26,25,8.4,125,9.1,1,4.8,3.6,2.151,0.095,2.3,8.913
298,금본A,2010.08.02,26,8.5,143,9.1,0.8,3.9,3.7,2.497,0.039,1.4,6.261
299,금본A,2010.08.09,27,8.6,158,10,0.8,3.9,5.1,2.502,0.052,1.5,4.802
300,금본A,2010.08.16,20,7.3,67,9.5,1.2,8.4,127.6,2.559,0.236,3.6,218.262
301,금본A,2010.08.23,26,7.7,143,8.5,0.7,3.3,3,3.656,0.04,1.6,9.094
302,금본A,2010.09.06,25,7.8,122,9.4,1,3.3,14.1,2.756,0.05,1.5,26.91
303,금본A,2010.09.27,17,9,141,11.4,0.9,4.2,2.1,2.386,0.02,1.1,5.352
304,금본A,2010.10.04,15,7.7,142,12.1,0.7,4.5,4.5,2.461,0.022,1.9,4.208
305,금본A,2010.10.11,17,8.2,150,11.2,0.6,3.9,3.4,3.18,0.016,1.6,2.528
306,금본A,2010.10.18,16,8.4,148,10.2,0.6,3.7,2.1,2.695,0.016,1.5,3.716
307,금본A,2010.10.25,16,8.4,154,11,1,4.4,5.9,2.856,0.021,2.3,2.465
308,금본A,2010.11.01,10,8.1,160,12.6,0.7,2.3,1.5,4.487,0.018,1.7,2.712
309,금본A,2010.11.08,10,7.5,159,11.7,1.1,3.2,1.3,2.914,0.011,3.1,2.273
310,금본A,2010.11.15,7,7.5,177,14.3,0.8,3,0.5,2.827,0.02,2.7,2.503
311,금본A,2010.11.22,9,7.9,175,13.4,0.7,2.3,1,2.775,0.027,2.3,2.506
312,금본A,2010.12.06,5,7.6,171,17.9,0.7,2.6,1.2,3.355,0.012,2.5,2.982
313,금본A,2010.12.20,3,7.9,213,14.3,0.8,3.6,1.2,3.313,0.022,1.6,1.812
314,금본A,2011.01.17,0,7.4,247,14,0.6,2,0.5,4.638,0.007,1.5,0.971
315,금본A,2011.01.24,-1,7.2,217,14.1,0.7,2.1,2.2,4.449,0.016,1.2,2.137
316,금본A,2011.02.07,0,7.9,229,15.5,0.8,4.3,7.7,4.645,0.062,2.2,2.978
317,금본A,2011.02.14,0,6.6,186,15.2,0.6,2.5,1.3,4.527,0.013,1.5,1.4
318,금본A,2011.02.21,1,7.5,216,15.8,0.9,3,2.3,3.818,0.018,1.8,2.087
319,금본A,2011.03.07,5,7.4,163,17.5,0.8,3,5,4.103,0.028,1.1,4.108
320,금본A,2011.03.14,10,7,169,11.7,1.3,3.5,3.9,3.928,0.025,1.4,2.46
321,금본A,2011.03.21,8,7.2,175,14.2,1.3,4.1,6.5,3.495,0.036,2,4.274
322,금본A,2011.03.28,8,7.9,171,13.3,0.9,3.2,9.1,3.459,0.036,1.2,2.416
323,금본A,2011.04.04,8,7.5,187,11.4,1.4,3.3,3.1,3.92,0.019,1.7,2.277
324,금본A,2011.04.11,12,8.1,145,11.1,1.3,3.4,8.3,3.022,0.029,1.8,4.669
325,금본A,2011.04.18,12,7.1,174,10.5,1.3,3.8,6.2,3.054,0.029,2,2.578
326,금본A,2011.04.25,14,8.3,148,11.5,1.2,3.3,4.6,2.914,0.03,1.6,3.555
327,금본A,2011.05.02,14,7.5,131,11,0.8,3.6,11.4,3.123,0.057,2.5,7.847
328,금본A,2011.05.09,20,8.5,150,10.9,1.8,4.4,7.8,2.592,0.032,2.8,3.62
329,금본A,2011.05.16,14,7.2,126,11.8,0.9,3.2,8.1,4.348,0.049,1.7,10.704
330,금본A,2011.05.23,16,7.5,147,10.2,0.8,3.9,6.3,3.461,0.048,2.7,7.23
331,금본A,2011.05.30,20,8.2,172,11.3,1.1,4.3,6.3,3.324,0.03,3.2,2.488
332,금본A,2011.06.07,22,8.3,187,10.9,1.4,4.3,4.4,3.021,0.051,3.5,1.744
333,금본A,2011.06.13,23,7.7,196,9.1,1.1,4.7,5.7,3.22,0.055,3.7,1.959
334,금본A,2011.06.20,25,8.3,212,10.2,1.3,5.2,4.2,2.874,0.041,3.8,1.601
335,금본A,2011.06.27,19,7.7,126,9.5,1.3,6.3,21.7,3.493,0.133,3,17.089
336,금본A,2011.07.04,22,8.5,115,8.8,3.1,9.3,81,3.924,0.258,5.5,35.129
337,금본A,2011.07.18,22,7.5,113,8.5,0.6,2.6,3.4,3.166,0.041,1.9,14.213
338,금본A,2011.07.25,24,8.3,135,9.2,0.9,3.6,2.7,2.801,0.037,2.3,10.203
339,금본A,2011.08.01,21,7.6,111,9.5,2,5.2,26.7,2.593,0.144,2.7,26.663
340,금본A,2011.08.16,23,7.6,106,8.9,0.7,3.3,6.5,2.485,0.049,2,17.142
341,금본A,2011.08.22,19,6.9,104,9.4,0.7,3,4.9,2.322,0.033,2,14.073
342,금본A,2011.08.29,26,7.1,130,7.4,1.6,2.9,2.1,2.179,0.014,2.1,7.249
343,금본A,2011.09.19,20.6,8.3,170,10.3,1.2,3.3,5.3,2.685,0.035,2.3,4.692
344,금본A,2011.09.26,19.3,7.9,181,9.9,1,3.4,3.2,2.903,0.022,2.4,2.652
345,금본A,2011.10.04,15.3,7.7,189,12.3,0.6,2.8,2.3,3.011,0.014,2.2,1.896
346,금본A,2011.10.10,16.7,7.2,199,12.4,0.7,3.1,1.8,3.152,0.015,2.6,2.118
347,금본A,2011.10.17,13.2,8,196,12.2,0.6,3.5,2.4,3.247,0.014,2.4,1.721
348,금본A,2011.10.24,14.8,7.7,172,10.3,0.9,3.9,3.3,3.284,0.035,3.6,3.855
349,금본A,2011.10.31,13.1,8.4,201,10.5,0.4,3.4,2.2,3.431,0.013,2.4,1.382
350,금본A,2011.11.07,16.6,7.9,143,10.2,1.2,5.3,14,2.758,0.077,3.7,7.51
351,금본A,2011.11.14,8.7,8.2,178,13,0.6,2.6,1.3,2.765,0.018,2,3.005
352,금본A,2011.11.21,6.5,8.6,184,13.1,1,3.2,2.5,3.438,0.029,2.5,3.293
353,금본A,2011.11.28,8.6,7.9,161,12.5,0.9,2.9,2.6,3.221,0.024,1.8,2.642
354,금본A,2011.12.05,5.2,7.8,136,16,0.9,3,2.7,3.077,0.02,1.7,6.82
355,금본A,2011.12.12,2.3,8.3,159,13.2,0.5,2.4,2.5,4.029,0.023,1.8,3.582
356,금본A,2012.01.09,0.1,7.4,212,15.7,0.5,2.4,0.7,4.713,0.009,2.5,1.583
357,금본A,2012.01.30,-1.2,8.1,208,14.1,0.8,2.8,1.4,4.214,0.01,1.7,2.467
358,금본A,2012.02.06,0.2,8,239,13.8,0.9,3.3,1.1,4.674,0.008,1.4,1.598
359,금본A,2012.02.13,0.2,7.6,215,15.5,0.8,3.3,1.1,3.682,0.009,1.8,0.936
360,금본A,2012.02.20,0.6,7.7,221,13.6,0.9,3.7,1.3,4.327,0.012,2.3,1.344
361,금본A,2012.02.27,0.8,8.5,237,16.1,1.1,4.8,1.2,3.9,0.018,2.4,1.085
362,금본A,2012.03.05,5.6,8,204,13.6,1.5,5.2,4.4,4.158,0.015,3.6,1.74
363,금본A,2012.03.12,3.4,7.9,174,15.4,0.8,3.5,1.3,3.4,0.011,2.4,2.462
364,금본A,2012.03.19,8.5,8,166,12,1.4,5,3.6,2.91,0.018,2.4,2.811
365,금본A,2012.04.02,8,7.7,114,12.6,0.9,3.5,5.5,3.383,0.029,1.7,8.508
366,금본A,2012.04.09,14.5,8.3,137,12.6,1,3.6,4.4,3.487,0.023,1.9,5.461
367,금본A,2012.04.16,15.4,7.9,154,11.6,1.1,4.3,5.5,3.39,0.028,2.4,3.203
368,금본A,2012.04.23,12.3,7.9,135,14.5,1.2,4.5,6.2,3.227,0.042,2.2,7.051
369,금본A,2012.05.07,19.4,8.8,163,12.4,1.5,5,5.2,2.911,0.022,2.6,2.245
370,금본A,2012.05.17,20.8,8.8,181,14.9,1.8,5.6,7.6,3.44,0.048,4.3,2.075
371,금본A,2012.05.22,22.3,8.9,197,10.8,1.3,6.2,2.6,2.964,0.032,4.9,1.121
372,금본A,2012.05.29,23.6,9,213,6.8,1.1,4.9,4.9,2.676,0.03,5.1,1.55
373,금본A,2012.06.13,22.2,8.6,183,12.4,1.5,5.9,9.9,2.489,0.043,3.5,2.381
374,금본A,2012.06.19,22.3,8.7,202,12.8,1.4,5.3,6.1,2.258,0.041,3.3,1.26
375,금본A,2012.06.28,22.1,8.8,213,11.7,1.6,6.2,5.5,1.78,0.014,3.6,0.688
376,금본A,2012.07.02,22.6,7.9,176,9.4,1.7,6.2,17,3.583,0.058,2.2,3.43
377,금본A,2012.07.12,19.9,8.1,130,10.2,1.4,5.9,24.4,3.865,0.154,3.7,14.383
378,금본A,2012.07.17,17.4,7.7,119,10.2,0.9,4.8,16.4,3.693,0.059,2.3,26.795
379,금본A,2012.07.23,20.1,7.7,124,9.7,1,3.4,7.7,3.531,0.037,3,12.379
380,금본A,2012.08.09,26.8,8.7,166,10.1,1.3,4.8,3.7,2.302,0.031,3,2.521
381,금본A,2012.08.21,25.1,8.3,154,8.3,0.9,3.9,11,2.792,0.049,2.8,9.269
382,금본A,2012.09.01,21.6,7.6,116,9.8,0.7,4.4,12.7,2.365,0.071,2,31.576
383,금본A,2012.09.06,19.6,8,109,11.3,0.7,4.6,13.1,2.133,0.044,2.2,38.28
384,금본A,2012.09.13,19.3,8.1,118,7.5,0.9,4.2,11,2.204,0.057,1.9,15.006
385,금본A,2012.09.18,17.2,7.7,82,8.1,1,4.9,26.4,1.603,0.047,2.4,92.957
386,금본A,2012.09.27,17.1,8.3,125,8.8,0.9,3.8,1.1,2.396,0.014,1.7,9.785
387,금본A,2012.10.10,15.5,8.8,133,12.6,0.9,4.7,1.8,2.705,0.027,1.3,5.088
388,금본A,2012.10.15,15.6,8.5,155,14.7,1.1,5,1.2,3.218,0.039,2.1,4.198
389,금본A,2012.10.24,12,7.9,151,12.3,1,4.9,4.4,2.802,0.033,2.7,4.343
390,금본A,2012.10.30,11.7,8,180,12.5,1.1,3.5,3.7,2.791,0.024,1.8,5.194
391,금본A,2012.11.05,8.9,7.7,223,12.8,1,3.5,2,3.436,0.045,2.9,3.827
392,금본A,2012.11.13,7.5,7.5,148,12.7,0.8,3.4,4.3,2.73,0.053,1.9,3.997
393,금본A,2012.11.19,6.5,7.8,160,14.1,0.8,4.6,3.1,3.195,0.041,2.2,4.604
394,금본A,2012.11.29,4.9,7.9,177,13.1,0.9,4.1,2,3.101,0.015,1.5,3.134
395,금본A,2012.12.04,3.3,7.8,172,13.8,0.7,3.6,0.8,3.719,0.018,1.6,3.211
396,금본A,2012.12.13,0.4,7.7,240,15.5,0.7,4,2.5,3.529,0.014,1.3,3.228
397,금본A,2013.01.14,0.1,7.4,191,15.7,0.9,2,0.5,3.86,0.02,1.9,2.063
398,금본A,2013.01.24,0.2,7.3,182,14.7,0.8,3.5,3,3.586,0.035,2.4,5.7
399,금본A,2013.01.29,0.1,7.7,163,14.5,0.8,2.2,1.2,3.115,0.018,1.7,3.94
400,금본A,2013.02.05,1.8,7.5,115,14,1,2.6,5.2,2.81,0.048,1.8,12.173
401,금본A,2013.02.21,2.5,7.6,139,14.1,0.8,2.2,1.3,3.291,0.026,1.4,4.306
402,금본A,2013.02.25,3.9,7.6,161,14.1,0.8,2.4,0.5,3.186,0.021,1.8,4.074
403,금본A,2013.03.07,6,7.8,136,12.6,0.9,3,3.1,2.908,0.016,1.8,3.961
404,금본A,2013.03.12,8.1,8.1,146,13.5,1.1,3,4,3.161,0.025,1.9,3.623
405,금본A,2013.03.18,8.4,7.7,111,13.2,4.6,13.4,249.4,3.793,0.495,5.7,49.825
406,금본A,2013.03.28,10.4,7.9,142,11,1.2,2.8,3.1,3.208,0.025,1.6,6.11
407,금본A,2013.04.02,9.6,7.9,150,12.1,0.8,3.1,2,2.986,0.022,1.7,3.913
408,금본A,2013.04.08,7.5,7.8,106,12,0.8,4.2,2.7,2.897,0.028,2.3,5.022
409,금본A,2013.04.18,15,8.7,134,12,1.4,4.1,1.4,2.645,0.031,2.6,3.376
410,금본A,2013.04.23,11.8,8.3,156,12.4,1.1,3.4,4.3,2.702,0.045,2.7,3.085
411,금본A,2013.04.30,15.1,7.9,129,11.2,1.7,5.8,17.9,3.075,0.101,3.6,9.256
412,금본A,2013.05.09,18,8.7,154,11.8,1.6,4.2,5.1,2.68,0.028,2.7,3.631
413,금본A,2013.05.16,21.6,8.7,166,12,1.8,5.2,9.1,2.38,0.057,3.2,3.26
414,금본A,2013.05.23,22.5,8.5,175,11.1,1.5,5.1,7.3,2.847,0.049,3.7,3.032
415,금본A,2013.05.28,19.4,7.7,157,9.4,3.2,8.3,75.2,2.55,0.05,5.2,19.971
416,금본A,2013.06.07,26,8.6,179,11.2,1.5,8.8,7.2,2.123,0.022,3.6,3.212
417,금본A,2013.06.10,23.9,8.6,180,10.2,1.3,5.3,7.5,2.387,0.027,3.9,1.601
418,금본A,2013.06.20,26.3,8.3,179,9.2,1.6,6.7,10.7,3.074,0.081,4.8,2.32
419,금본A,2013.06.25,24.4,8.5,185,10.1,1.5,4.7,7.8,2.464,0.058,3.7,1.871
420,금본A,2013.07.04,22.1,7.7,140,8.1,1.5,6.3,26.6,2.817,0.101,4.2,7.223
421,금본A,2013.07.09,20.6,7.5,114,9.5,1.3,2.9,8.9,2.948,0.04,2.1,19.02
422,금본A,2013.07.15,23.5,7.5,112,7.7,2.9,10.1,159,2.709,0.308,4.7,11.826
423,금본A,2013.07.25,25.3,8.8,165,10.4,1.4,3.1,4,2.524,0.031,2.8,4.595
424,금본A,2013.08.06,25,7.9,117,9,1.5,4.5,24.6,2.254,0.079,2.8,12.414
425,금본A,2013.08.19,29,9,173,10.6,1.6,3.8,2.4,2.038,0.023,3.1,3.269
426,금본A,2013.08.29,22.9,7.7,137,8.9,1,2.6,2.8,2.666,0.069,1.6,8.809
427,금본A,2013.09.03,20.8,7.8,142,9.4,1,3,1.6,2.768,0.04,1.5,6.18
428,금본A,2013.09.09,22.1,8.7,144,10.6,1.3,3.4,2.8,2.548,0.059,1.8,5.224
429,금본A,2013.09.26,19.8,8.1,163,9.9,1.3,4.8,3.8,2.683,0.025,2,3.954
430,금본A,2013.10.08,20.7,8.1,89,9.4,1,3.7,2.4,2.089,0.048,1.7,4.57
431,금본A,2013.10.15,17.1,7.9,164,12.3,1,3.2,5.1,2.979,0.052,1.2,4.422
432,금본A,2013.10.21,15.6,8,157,11.7,0.9,4.4,1.7,2.969,0.024,1.4,3.254
433,금본A,2013.10.31,12,7.4,163,13.1,0.8,2.4,1.8,3.451,0.019,1.1,2.095
434,금본A,2013.11.05,11.3,7.7,196,10.6,0.9,2.4,1.5,3.54,0.046,1.7,2.193
435,금본A,2013.11.11,8.7,7.7,219,13.1,1.3,5.2,2.9,4.657,0.083,3.3,2.413
436,금본A,2013.11.21,3.4,7.7,228,15.6,0.8,1.3,0.5,3.426,0.028,1.1,2.684
437,금본A,2013.11.26,5.1,7.4,161,13.9,1.7,6,24.3,3.687,0.155,3.2,6.577
438,금본B,2008.12.01,9,7.7,101,11.1,0.9,2.6,0.9,1.598,0.006,2.07,5.595
439,금본B,2008.12.08,8,7.3,99,13.4,0.8,2.8,1.1,1.682,0.009,1.99,4.905
440,금본B,2008.12.15,6,7.5,101,11.8,0.8,2.7,0.8,1.84,0.01,1.9,5.471
441,금본B,2009.01.05,5,7.4,101,13.7,0.8,2.7,1.4,1.61,0.02,1.9,10.409
442,금본B,2009.01.12,4,7.7,102,12.5,0.8,2.7,1.6,1.733,0.017,1.8,10.126
443,금본B,2009.02.02,4,7.9,106,13.7,0.7,2.7,1,1.731,0.008,2,5.702
444,금본B,2009.02.09,4,7.6,103,14,0.7,2.8,1,1.992,0.004,1.9,5.702
445,금본B,2009.02.16,4,7.5,104,12.9,0.8,2.3,0.9,1.815,0.012,1.9,6.286
446,금본B,2009.02.23,5,7.8,106,14.5,0.8,2.7,1.3,1.683,0.016,1.9,5.428
447,금본B,2009.03.02,5,7.9,113,13.5,0.8,2.5,1.3,1.459,0.015,1.8,5.36
448,금본B,2009.03.09,5,7.6,107,14.1,0.9,2.5,1.4,2.112,0.007,2,5.898
449,금본B,2009.03.16,7,7.5,111,13.8,0.8,2.6,2.3,2.163,0.003,1.9,6.224
450,금본B,2009.03.23,8,7.6,114,12.7,0.8,2.9,1.9,1.943,0.006,1.9,4.635
451,금본B,2009.03.30,6,7.6,114,13,0.9,2.6,2.5,1.418,0.01,1.9,4.855
452,금본B,2009.04.06,9,7.2,95,10.5,0.8,2.9,2.7,1.583,0.014,1.9,5.564
453,금본B,2009.04.13,11,7.4,113,12.9,0.7,2.9,2.4,1.067,0.007,1.9,5.276
454,금본B,2009.04.20,11,7.5,113,11.1,0.8,3.2,3.1,1.841,0.012,1.8,4.65
455,금본B,2009.04.27,13,7.4,118,11.1,0.8,2.9,3.6,1.32,0.003,1.9,4.857
456,금본B,2009.05.11,17,8.1,118,10.2,0.7,2.8,3.7,1.437,0.013,2,5.034
457,금본B,2009.05.18,17,7.4,113,9.8,0.7,2.8,2.8,1.492,0.022,2,5.774
458,금본B,2009.05.25,18,7.8,119,10.9,0.8,3.1,3.7,2.672,0.019,2,5.113
459,금본B,2009.06.01,22,8,232,10.4,1,3,2.9,1.672,0.017,2,5.278
460,금본B,2009.06.08,19,6.9,121,10.4,0.7,3,3.1,1.91,0.013,2.2,5.28
461,금본B,2009.06.15,21,7.5,119,10.8,0.7,2.9,2.6,1.717,0.021,2.2,5.252
462,금본B,2009.06.22,21,7.6,122,8.8,0.9,3,3.4,2.072,0.023,2.2,5.992
463,금본B,2009.06.29,23,7.9,123,9.8,0.9,3.2,1.2,3.309,0.008,2.2,5.813
464,금본B,2009.07.06,24,7.7,126,9.4,0.6,3.2,2.6,1.475,0.007,2.2,5.153
465,금본B,2009.07.13,22,7.6,100,8.8,0.6,5.5,5.2,1.993,0.026,3.2,10.102
466,금본B,2009.07.20,23,7.4,104,9.1,0.8,3.5,9.3,2.208,0.016,2.6,6.186
467,금본B,2009.08.10,22,7.8,104,9.7,1,4,7,1.952,0.044,2.7,11.144
468,금본B,2009.08.17,23,7.6,100,10,0.9,4,5.7,1.968,0.031,2.6,10.472
469,금본B,2009.08.24,24,7.9,101,9.6,0.8,3.8,4.7,1.899,0.021,2.7,12.672
470,금본B,2009.09.07,23,7.2,83,8.6,0.7,4.2,4.7,2.192,0.032,2.4,10.884
471,금본B,2009.09.14,22,7.3,99,9,1,4.1,4.2,2.185,0.041,2.8,12.153
472,금본B,2009.09.21,21,7.4,79,8.2,0.8,3.9,3.8,2.58,0.039,2.5,11.469
473,금본B,2009.10.05,21,7.4,95,9.8,0.8,3.9,3.4,1.723,0.017,2.6,11.582
474,금본B,2009.10.12,19,8,92,10.5,0.8,4,4.9,1.882,0.014,2.3,6.978
475,금본B,2009.10.19,18,7.5,97,9.1,0.8,3.1,6.2,2.472,0.03,2.4,11.901
476,금본B,2009.10.26,18,7.6,92,10.2,0.8,3.9,5.7,1.731,0.016,2.2,11.407
477,금본B,2009.11.02,16,7.5,92,9.7,0.7,3.6,5.5,1.644,0.012,2.1,11.735
478,금본B,2009.11.09,17,7.4,93,9.9,0.8,3.7,3.2,1.601,0.01,2.2,10.191
479,금본B,2009.11.16,13,7.5,97,8.9,0.8,3.4,4.8,1.974,0.011,2,9.578
480,금본B,2009.11.30,12,7.3,97,11.3,0.8,3.4,2.5,1.516,0.01,2.1,9.033
481,금본B,2009.12.14,9,7.1,102,10.8,0.8,3.2,1.2,1.941,0.008,1.9,8.934
482,금본B,2009.12.21,7,7.4,105,12.2,0.7,3.4,1.6,1.406,0.007,2,9.868
483,금본B,2010.01.11,5,7.5,112,12.5,0.8,3.2,2.1,1.314,0.013,1.9,9.917
484,금본B,2010.01.18,5,7.7,109,12.7,0.8,2.6,2.5,1.565,0.008,1.9,11.471
485,금본B,2010.01.25,5,7.4,109,12.7,0.8,3.1,3,1.501,0.008,2.2,10.263
486,금본B,2010.02.01,4,7.5,108,13.2,0.9,3.4,2,1.927,0.005,2,9.743
487,금본B,2010.02.16,4,7.6,112,13.6,0.8,2.8,2.3,2.298,0.007,1.8,9.69
488,금본B,2010.02.22,4,8,107,12.3,0.8,3.1,2.3,2.119,0.01,1.9,10.185
489,금본B,2010.03.08,4,6.3,116,12.1,0.8,3,2.7,2.061,0.01,2,12.021
490,금본B,2010.03.15,5,7.4,109,13.7,0.8,2.8,2.4,2.061,0.007,1.9,10.641
491,금본B,2010.03.22,5,7.2,108,13.6,0.8,3.1,2.8,2.613,0.009,1.8,10.317
492,금본B,2010.03.29,9,7.8,121,12.4,0.7,2.8,2.6,1.684,0.009,1.8,12.462
493,금본B,2010.04.05,8,6.1,108,12.8,0.7,2.7,2.8,2.376,0.011,2,12.007
494,금본B,2010.04.12,8,7.4,111,12.7,0.9,2.8,2.8,1.927,0.088,1.6,12.358
495,금본B,2010.04.19,9,8,115,10.3,0.8,3.2,2.3,1.541,0.012,1.7,9.655
496,금본B,2010.04.26,10,7.5,111,12.2,0.8,3.2,4.8,1.749,0.008,1.6,8.991
497,금본B,2010.05.03,13,7.6,108,11.3,0.7,3.2,3.8,1.717,0.008,1.6,12.976
498,금본B,2010.05.10,13,7.4,114,11.1,0.9,2.6,2.8,1.966,0.01,1.4,11.413
499,금본B,2010.05.17,14,7.9,116,12.4,1,2.9,3.6,2.258,0.026,1.7,12.788
500,금본B,2010.05.24,15,7.4,110,10.5,1.1,2.8,4.1,2.163,0.015,1.1,11.911
501,금본B,2010.06.07,18,7.7,112,10.9,1.1,3.1,5,1.988,0.017,1.4,11.344
502,금본B,2010.06.14,18,8.1,114,10.7,0.9,3.4,6.5,2.125,0.022,1.1,10.948
503,금본B,2010.06.21,20,7.6,89,10.7,1,3.5,8.1,1.996,0.023,0.9,11.628
504,금본B,2010.06.28,19,7.3,114,9.6,0.6,2.7,5.6,2.6,0.011,2,9.667
505,금본B,2010.07.05,20,7.3,112,9.2,0.6,3.2,4.8,1.97,0.018,1.8,12.365
506,금본B,2010.07.12,20,7.3,112,9.2,0.6,3,3.2,1.969,0.027,1.9,9.137
507,금본B,2010.07.26,23,7.7,111,8.8,0.7,3.5,1.4,1.817,0.028,2,12.497
508,금본B,2010.08.02,24,7.7,111,9.7,0.7,3.1,3.3,2.005,0.016,1.8,10.818
509,금본B,2010.08.09,25,7.6,113,8.8,0.7,3.3,3.1,1.902,0.023,1.8,11.85
510,금본B,2010.08.16,20,7,67,8.9,0.7,4.3,13.6,1.436,0.054,2.7,15.22
511,금본B,2010.08.23,23,7.1,93,9.5,0.8,4.2,6.2,1.746,0.035,2.3,9.95
512,금본B,2010.09.06,23,7.5,84,9.1,1.2,4.9,8.4,1.492,0.087,2.8,107.126
513,금본B,2010.09.27,20,7.3,88,9.6,1.4,6.1,4.3,1.347,0.03,2.9,8.098
514,금본B,2010.10.04,19,7.4,86,9.8,1,6.6,4.9,1.299,0.009,3.6,7.144
515,금본B,2010.10.11,19,7.4,83,9.2,1.2,7.6,4.2,1.407,0.03,3.1,9.764
516,금본B,2010.10.18,19,6.8,77,9.8,0.6,5.3,3.9,1.389,0.029,2.9,9.758
517,금본B,2010.10.25,18,7,77,8.9,0.7,5,7.1,1.538,0.033,2.8,10.162
518,금본B,2010.11.01,17,8.1,76,11.5,0.6,3.6,4.3,1.442,0.035,2.7,7.367
519,금본B,2010.11.08,15,7.3,80,9.5,0.9,3.7,3.5,1.45,0.048,3.3,7.544
520,금본B,2010.11.15,14,7.8,79,11.3,0.8,3.6,2.6,1.327,0.025,3.1,10.184
521,금본B,2010.11.22,14,7.9,80,11.4,0.7,3.3,1.9,1.363,0.03,2.9,10.267
522,금본B,2010.12.06,12,7.9,86,12.2,0.7,2.9,2.4,1.219,0.007,2.4,10.166
523,금본B,2010.12.20,10,7.8,86,14.5,0.8,3.7,2,1.331,0.018,2.6,9.947
